# ENG-BREP design lane -- archived probe output
#
# Task A: nested-lazy differential (probe_possess_nested.py) -- outer=info[0]/inner=info[1] two-target sweep, 9,216 patterns, greedy/greedy + greedy/lazy + lazy/lazy + lazy/greedy combos
#
date:        2026-08-16T17:44:12Z
repo commit: 0b9da1f14436cd3c18f4994b0ffef0d74b8bfcd7  (branch lane/nestedlazy)
gcc:         gcc (Ubuntu 15.2.0-16ubuntu1) 15.2.0
python:      Python 3.14.4
host:        Linux 7.0.0-29-generic, 12 cores
#
# EVIDENCE, NEVER AN ORACLE: no check reads this file.
#
mode	target	combo	pattern	verdict	why	status
real	outer	lazy/greedy	(a{0,4}b){1,3}?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/greedy	(a{0,4}b){1,3}?c	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){1,3}c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){1,3}c	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){1,3}c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){1,3}c	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){1,3}?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/lazy	z(a{0,4}?b){1,3}?c	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){1,3}?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/greedy	z(a{0,4}b){1,3}?c	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){1,3}	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b){1,3}	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){1,3}	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b){1,3}	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){1,3}?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/lazy	(a{0,4}?b){1,3}?	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){1,3}?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/greedy	(a{0,4}b){1,3}?	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){1,3}	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){1,3}	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){1,3}	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){1,3}	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){1,3}?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/lazy	z(a{0,4}?b){1,3}?	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){1,3}?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/greedy	z(a{0,4}b){1,3}?	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){1,3}$	no	overlap:a,b	same
real	inner	greedy/greedy	(a{0,4}b){1,3}$	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){1,3}$	no	overlap:a,b	same
real	inner	greedy/lazy	(a{0,4}?b){1,3}$	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){1,3}?$	no	overlap:a,b	same
real	inner	lazy/lazy	(a{0,4}?b){1,3}?$	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){1,3}?$	no	overlap:a,b	same
real	inner	lazy/greedy	(a{0,4}b){1,3}?$	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){1,3}$	no	overlap:a,b	same
real	inner	greedy/greedy	z(a{0,4}b){1,3}$	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){1,3}$	no	overlap:a,b	same
real	inner	greedy/lazy	z(a{0,4}?b){1,3}$	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){1,3}?$	no	overlap:a,b	same
real	inner	lazy/lazy	z(a{0,4}?b){1,3}?$	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){1,3}?$	no	overlap:a,b	same
real	inner	lazy/greedy	z(a{0,4}b){1,3}?$	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){1,3}\b	no	overlap:a,b	same
real	inner	greedy/greedy	(a{0,4}b){1,3}\b	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){1,3}\b	no	overlap:a,b	same
real	inner	greedy/lazy	(a{0,4}?b){1,3}\b	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){1,3}?\b	no	overlap:a,b	same
real	inner	lazy/lazy	(a{0,4}?b){1,3}?\b	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){1,3}?\b	no	overlap:a,b	same
real	inner	lazy/greedy	(a{0,4}b){1,3}?\b	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){1,3}\b	no	overlap:a,b	same
real	inner	greedy/greedy	z(a{0,4}b){1,3}\b	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){1,3}\b	no	overlap:a,b	same
real	inner	greedy/lazy	z(a{0,4}?b){1,3}\b	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){1,3}?\b	no	overlap:a,b	same
real	inner	lazy/lazy	z(a{0,4}?b){1,3}?\b	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){1,3}?\b	no	overlap:a,b	same
real	inner	lazy/greedy	z(a{0,4}b){1,3}?\b	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){2,2}c	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b){2,2}c	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){2,2}c	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b){2,2}c	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){2,2}?c	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	(a{0,4}?b){2,2}?c	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){2,2}?c	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	(a{0,4}b){2,2}?c	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){2,2}c	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){2,2}c	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){2,2}c	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){2,2}c	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){2,2}?c	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	z(a{0,4}?b){2,2}?c	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){2,2}?c	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	z(a{0,4}b){2,2}?c	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){2,2}	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b){2,2}	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){2,2}	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b){2,2}	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){2,2}?	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	(a{0,4}?b){2,2}?	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){2,2}?	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	(a{0,4}b){2,2}?	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){2,2}	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){2,2}	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){2,2}	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){2,2}	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){2,2}?	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	z(a{0,4}?b){2,2}?	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){2,2}?	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	z(a{0,4}b){2,2}?	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){2,2}$	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b){2,2}$	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){2,2}$	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b){2,2}$	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){2,2}?$	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	(a{0,4}?b){2,2}?$	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){2,2}?$	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	(a{0,4}b){2,2}?$	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){2,2}$	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){2,2}$	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){2,2}$	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){2,2}$	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){2,2}?$	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	z(a{0,4}?b){2,2}?$	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){2,2}?$	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	z(a{0,4}b){2,2}?$	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b){2,2}\b	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b){2,2}\b	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b){2,2}\b	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b){2,2}\b	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b){2,2}?\b	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	(a{0,4}?b){2,2}?\b	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b){2,2}?\b	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	(a{0,4}b){2,2}?\b	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b){2,2}\b	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b){2,2}\b	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b){2,2}\b	possessifiable	exact-count+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b){2,2}\b	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b){2,2}?\b	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/lazy	z(a{0,4}?b){2,2}?\b	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b){2,2}?\b	possessifiable	exact-count+unique-iteration	same
real	inner	lazy/greedy	z(a{0,4}b){2,2}?\b	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b)*c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b)*c	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b)*c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b)*c	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b)*?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/lazy	(a{0,4}?b)*?c	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b)*?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/greedy	(a{0,4}b)*?c	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b)*c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b)*c	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b)*c	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b)*c	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b)*?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/lazy	z(a{0,4}?b)*?c	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b)*?c	possessifiable	disjoint+unique-iteration+non-nullable-rest	same
real	inner	lazy/greedy	z(a{0,4}b)*?c	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b)*	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	(a{0,4}b)*	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b)*	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	(a{0,4}?b)*	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b)*?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/lazy	(a{0,4}?b)*?	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b)*?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/greedy	(a{0,4}b)*?	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b)*	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/greedy	z(a{0,4}b)*	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b)*	possessifiable	disjoint+unique-iteration	same
real	inner	greedy/lazy	z(a{0,4}?b)*	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b)*?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/lazy	z(a{0,4}?b)*?	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b)*?	no	lazy+nullable-rest	DIVERGES
real	inner	lazy/greedy	z(a{0,4}b)*?	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b)*$	no	overlap:a,b	same
real	inner	greedy/greedy	(a{0,4}b)*$	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b)*$	no	overlap:a,b	same
real	inner	greedy/lazy	(a{0,4}?b)*$	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b)*?$	no	overlap:a,b	same
real	inner	lazy/lazy	(a{0,4}?b)*?$	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b)*?$	no	overlap:a,b	same
real	inner	lazy/greedy	(a{0,4}b)*?$	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b)*$	no	overlap:a,b	same
real	inner	greedy/greedy	z(a{0,4}b)*$	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b)*$	no	overlap:a,b	same
real	inner	greedy/lazy	z(a{0,4}?b)*$	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b)*?$	no	overlap:a,b	same
real	inner	lazy/lazy	z(a{0,4}?b)*?$	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b)*?$	no	overlap:a,b	same
real	inner	lazy/greedy	z(a{0,4}b)*?$	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}b)*\b	no	overlap:a,b	DIVERGES
real	inner	greedy/greedy	(a{0,4}b)*\b	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?b)*\b	no	overlap:a,b	DIVERGES
real	inner	greedy/lazy	(a{0,4}?b)*\b	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?b)*?\b	no	overlap:a,b	DIVERGES
real	inner	lazy/lazy	(a{0,4}?b)*?\b	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}b)*?\b	no	overlap:a,b	DIVERGES
real	inner	lazy/greedy	(a{0,4}b)*?\b	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}b)*\b	no	overlap:a,b	same
real	inner	greedy/greedy	z(a{0,4}b)*\b	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?b)*\b	no	overlap:a,b	same
real	inner	greedy/lazy	z(a{0,4}?b)*\b	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?b)*?\b	no	overlap:a,b	same
real	inner	lazy/lazy	z(a{0,4}?b)*?\b	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}b)*?\b	no	overlap:a,b	same
real	inner	lazy/greedy	z(a{0,4}b)*?\b	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){0,4}c	no	overlap:c	same
real	inner	greedy/greedy	(a{0,4}\b){0,4}c	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?\b){0,4}c	no	overlap:c	same
real	inner	greedy/lazy	(a{0,4}?\b){0,4}c	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?\b){0,4}?c	no	overlap:c	DIVERGES
real	inner	lazy/lazy	(a{0,4}?\b){0,4}?c	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){0,4}?c	no	overlap:c	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){0,4}?c	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){0,4}c	no	overlap:c	same
real	inner	greedy/greedy	z(a{0,4}\b){0,4}c	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){0,4}c	no	overlap:c	same
real	inner	greedy/lazy	z(a{0,4}?\b){0,4}c	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){0,4}?c	no	overlap:c	same
real	inner	lazy/lazy	z(a{0,4}?\b){0,4}?c	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){0,4}?c	no	overlap:c	same
real	inner	lazy/greedy	z(a{0,4}\b){0,4}?c	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){0,4}	no	nullable-body	same
real	inner	greedy/greedy	(a{0,4}\b){0,4}	no	overlap:a	DIVERGES
real	outer	greedy/lazy	(a{0,4}?\b){0,4}	no	nullable-body	same
real	inner	greedy/lazy	(a{0,4}?\b){0,4}	no	overlap:a	DIVERGES
real	outer	lazy/lazy	(a{0,4}?\b){0,4}?	no	nullable-body	DIVERGES
real	inner	lazy/lazy	(a{0,4}?\b){0,4}?	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){0,4}?	no	nullable-body	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){0,4}?	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){0,4}	no	nullable-body	same
real	inner	greedy/greedy	z(a{0,4}\b){0,4}	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){0,4}	no	nullable-body	same
real	inner	greedy/lazy	z(a{0,4}?\b){0,4}	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){0,4}?	no	nullable-body	DIVERGES
real	inner	lazy/lazy	z(a{0,4}?\b){0,4}?	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){0,4}?	no	nullable-body	DIVERGES
real	inner	lazy/greedy	z(a{0,4}\b){0,4}?	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){0,4}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	(a{0,4}\b){0,4}$	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?\b){0,4}$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	greedy/lazy	(a{0,4}?\b){0,4}$	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?\b){0,4}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/lazy	(a{0,4}?\b){0,4}?$	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){0,4}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){0,4}?$	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){0,4}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	z(a{0,4}\b){0,4}$	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){0,4}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	z(a{0,4}?\b){0,4}$	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){0,4}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/lazy	z(a{0,4}?\b){0,4}?$	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){0,4}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	z(a{0,4}\b){0,4}?$	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){0,4}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	(a{0,4}\b){0,4}\b	no	overlap:a	DIVERGES
real	outer	greedy/lazy	(a{0,4}?\b){0,4}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	(a{0,4}?\b){0,4}\b	no	overlap:a	DIVERGES
real	outer	lazy/lazy	(a{0,4}?\b){0,4}?\b	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/lazy	(a{0,4}?\b){0,4}?\b	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){0,4}?\b	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){0,4}?\b	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){0,4}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	z(a{0,4}\b){0,4}\b	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){0,4}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	z(a{0,4}?\b){0,4}\b	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){0,4}?\b	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/lazy	z(a{0,4}?\b){0,4}?\b	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){0,4}?\b	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	z(a{0,4}\b){0,4}?\b	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){1,3}c	no	overlap:c	same
real	inner	greedy/greedy	(a{0,4}\b){1,3}c	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?\b){1,3}c	no	overlap:c	same
real	inner	greedy/lazy	(a{0,4}?\b){1,3}c	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?\b){1,3}?c	no	overlap:c	same
real	inner	lazy/lazy	(a{0,4}?\b){1,3}?c	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){1,3}?c	no	overlap:c	same
real	inner	lazy/greedy	(a{0,4}\b){1,3}?c	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){1,3}c	no	overlap:c	same
real	inner	greedy/greedy	z(a{0,4}\b){1,3}c	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){1,3}c	no	overlap:c	same
real	inner	greedy/lazy	z(a{0,4}?\b){1,3}c	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){1,3}?c	no	overlap:c	same
real	inner	lazy/lazy	z(a{0,4}?\b){1,3}?c	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){1,3}?c	no	overlap:c	same
real	inner	lazy/greedy	z(a{0,4}\b){1,3}?c	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){1,3}	no	nullable-body	same
real	inner	greedy/greedy	(a{0,4}\b){1,3}	no	overlap:a	DIVERGES
real	outer	greedy/lazy	(a{0,4}?\b){1,3}	no	nullable-body	same
real	inner	greedy/lazy	(a{0,4}?\b){1,3}	no	overlap:a	DIVERGES
real	outer	lazy/lazy	(a{0,4}?\b){1,3}?	no	nullable-body	same
real	inner	lazy/lazy	(a{0,4}?\b){1,3}?	no	overlap:a	DIVERGES
real	outer	lazy/greedy	(a{0,4}\b){1,3}?	no	nullable-body	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){1,3}?	no	overlap:a	DIVERGES
real	outer	greedy/greedy	z(a{0,4}\b){1,3}	no	nullable-body	same
real	inner	greedy/greedy	z(a{0,4}\b){1,3}	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){1,3}	no	nullable-body	same
real	inner	greedy/lazy	z(a{0,4}?\b){1,3}	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){1,3}?	no	nullable-body	same
real	inner	lazy/lazy	z(a{0,4}?\b){1,3}?	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){1,3}?	no	nullable-body	same
real	inner	lazy/greedy	z(a{0,4}\b){1,3}?	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){1,3}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	(a{0,4}\b){1,3}$	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?\b){1,3}$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	greedy/lazy	(a{0,4}?\b){1,3}$	no	overlap:a	same
real	outer	lazy/lazy	(a{0,4}?\b){1,3}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/lazy	(a{0,4}?\b){1,3}?$	no	overlap:a	same
real	outer	lazy/greedy	(a{0,4}\b){1,3}?$	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){1,3}?$	no	overlap:a	same
real	outer	greedy/greedy	z(a{0,4}\b){1,3}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	z(a{0,4}\b){1,3}$	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){1,3}$	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	z(a{0,4}?\b){1,3}$	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){1,3}?$	no	overlap: ,!,",#,$,%	same
real	inner	lazy/lazy	z(a{0,4}?\b){1,3}?$	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){1,3}?$	no	overlap: ,!,",#,$,%	same
real	inner	lazy/greedy	z(a{0,4}\b){1,3}?$	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){1,3}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	(a{0,4}\b){1,3}\b	no	overlap:a	DIVERGES
real	outer	greedy/lazy	(a{0,4}?\b){1,3}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	(a{0,4}?\b){1,3}\b	no	overlap:a	DIVERGES
real	outer	lazy/lazy	(a{0,4}?\b){1,3}?\b	no	overlap: ,!,",#,$,%	same
real	inner	lazy/lazy	(a{0,4}?\b){1,3}?\b	no	overlap:a	DIVERGES
real	outer	lazy/greedy	(a{0,4}\b){1,3}?\b	no	overlap: ,!,",#,$,%	DIVERGES
real	inner	lazy/greedy	(a{0,4}\b){1,3}?\b	no	overlap:a	DIVERGES
real	outer	greedy/greedy	z(a{0,4}\b){1,3}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/greedy	z(a{0,4}\b){1,3}\b	no	overlap:a	same
real	outer	greedy/lazy	z(a{0,4}?\b){1,3}\b	no	overlap: ,!,",#,$,%	same
real	inner	greedy/lazy	z(a{0,4}?\b){1,3}\b	no	overlap:a	same
real	outer	lazy/lazy	z(a{0,4}?\b){1,3}?\b	no	overlap: ,!,",#,$,%	same
real	inner	lazy/lazy	z(a{0,4}?\b){1,3}?\b	no	overlap:a	same
real	outer	lazy/greedy	z(a{0,4}\b){1,3}?\b	no	overlap: ,!,",#,$,%	same
real	inner	lazy/greedy	z(a{0,4}\b){1,3}?\b	no	overlap:a	same
real	outer	greedy/greedy	(a{0,4}\b){2,2}c	no	overlap:c	same
real	inner	greedy/greedy	(a{0,4}\b){2,2}c	no	overlap:a	same
real	outer	greedy/lazy	(a{0,4}?\b){2,2}c	no	overlap:c	same
